Process temperature [K],Torque [Nm],Tool wear [min],Type_H,Type_L,Type_M,Target
0.27160630336300856,0.34742605721387904,-0.439245569928253,0,1,0,1
-0.4451388522925894,-0.9989941887118053,-0.28744061918050257,0,1,0,0
-0.2375842797833899,-0.6537159339002584,0.8055550262033007,0,0,1,0
-0.7218782823048292,-1.1052336517307428,-0.21153814380662733,0,0,1,0
-1.2061722848262686,-0.1667850617301284,0.9877209671006011,1,0,0,0
1.1461128702778878,-0.9104613028626908,1.2002478981474518,0,1,0,0
-1.967205717359987,-1.919736201542597,1.0788039375492513,0,0,1,0
-0.4451388522925894,0.7716635282704853,1.321691858745652,0,1,0,0
-1.2753571423293482,-0.28187781333397766,-1.5626022054616062,0,1,0,0
-0.4451388522925894,0.24931950176070963,-1.107187353218355,0,0,1,0
0.40597370666379773,1.3915553270660155,-0.8794799270967293,0,1,0,1
-0.3067691372864302,-0.7865152626739302,-0.3481625994796027,0,1,0,0
-0.9294328548140287,0.4529451392136735,-0.02937220290932681,0,1,0,0
1.007743155271768,0.027987287137923266,0.5626671050068999,0,1,0,0
0.03915515022888922,-0.9370211686174252,-1.0464653729192548,0,1,0,0
-0.09921456477727,-1.9374427787124198,1.2457893833717768,1,0,0,0
0.3850794377442086,0.05454715289265801,1.0939844326240264,0,0,1,0
-1.967205717359987,-0.2553179475792429,0.7296525508294254,0,1,0,0
0.8001885827625683,0.3112925218550901,1.3065113636708772,0,1,0,0
0.869373440265648,0.40867869628911624,0.6233890853060001,0,1,0,0
-0.030029707274190392,-0.060545598711191286,0.9118184917267259,0,1,0,0
-1.1369874273232283,-0.39697056493782634,1.1547064129231266,0,1,0,0
0.29086161547908196,0.42331189519655027,-0.8794799270967293,0,0,0,1
0.3850794377442086,-0.14022519597539426,-0.37852358962915283,0,1,0,0
0.03915515022888922,-0.3084376790887118,-1.0312848778444796,0,1,0,0
0.03915515022888922,1.9137377557240636,0.7448330459042004,1,0,0,0
2.045516017817726,-0.3438508334283575,-1.5929631956111563,0,1,0,0
1.1461128702778878,-0.7688086855041077,1.5342187897925028,0,1,0,0
0.1083400077319295,0.8956095684592462,1.1850674030726767,0,0,1,0
1.0769280127748475,0.05454715289265801,-0.22671863888140237,1,0,0,0
0.7310037252595281,0.9752891657234493,0.13761324291319868,0,1,0,0
0.3850794377442086,1.8783246013844173,-0.31780160933005264,0,1,0,0
0.17752486523500913,1.7632318497805686,-0.8794799270967293,0,0,1,0
1.2152977277809673,0.08110701864739213,1.3520528488952022,0,1,0,0
0.8599209129219925,1.073691892534455,-0.6669529960498787,0,0,0,1
-0.6526934248017496,1.3825404406293762,-1.5929631956111563,0,0,1,0
-1.2753571423293482,-1.8223500271085709,-1.5474217103868313,0,0,1,0
0.31589458024112904,0.29358594468526694,-0.439245569928253,0,1,0,0
-1.0678025698201485,0.48835829355331917,-0.8491189369471792,1,0,0,0
-0.2375842797833899,0.15193332732668352,1.2761503735213269,0,1,0,0
0.7392122813037046,0.8249337138812823,0.7903745311285255,0,0,0,1
-0.7910631398079089,-0.2995843905038002,-0.9553824024706045,0,1,0,0
2.3914403053330453,-1.1495000946553,-0.48478705515257814,0,0,1,0
0.3850794377442086,-0.01627915578663401,-0.8339384418724042,0,1,0,0
0.7879169926225638,2.3266563145449726,1.4583163144186275,0,1,0,1
0.24670972273804942,0.7982233940252201,-0.3633430945543778,0,1,0,0
1.1461128702778878,0.32899909902491264,-0.439245569928253,0,1,0,0
0.17752486523500913,-0.6891290882399047,-0.9098409172462794,0,1,0,0
-0.998617712317069,-0.21105150465468564,0.36532066903482435,0,1,0,0
0.869373440265648,0.5237714478929649,-0.21153814380662733,0,0,1,0
0.1083400077319295,-0.2553179475792429,0.6537500754555502,0,1,0,0
-0.6526934248017496,0.3909721191192931,1.2761503735213269,0,1,0,0
0.40430605474215264,1.112040899602217,0.6841110656051003,0,1,0,1
-0.7910631398079089,-1.0432606316363626,-0.31780160933005264,1,0,0,0
1.1461128702778878,0.21390634742106396,1.670843245465478,0,1,0,0
0.17752486523500913,-0.4412370078623836,1.3065113636708772,0,1,0,0
-0.5143237097956297,-1.8577631814482165,0.7448330459042004,0,1,0,0
-0.998617712317069,0.08996030723230371,-0.8339384418724042,0,1,0,0
-1.1369874273232283,0.9487292999687145,-0.5455090354516783,1,0,0,0
-0.09921456477727,0.2670260789305328,0.0009887872402232812,0,0,1,0
0.6618188677564484,-0.9635810343721597,0.24387670843662398,1,0,0,0
1.1205925343067566,-0.738177948664757,1.4583163144186275,0,0,0,1
0.45426429524724893,0.3201458104400017,1.4127748291943023,0,0,1,0
-1.0678025698201485,-0.09595875305083698,-1.6385046808354815,0,0,1,0
2.183885732823846,-0.813075128428665,-1.6233241857607064,0,1,0,0
0.17752486523500913,-0.21105150465468564,-0.3633430945543778,0,0,1,0
-1.2753571423293482,0.8956095684592462,1.1243454227735765,0,1,0,0
-1.0678025698201485,-0.35270412201326906,0.8814575015771758,0,0,1,0
1.422852300290167,-1.6984039869198104,1.3368723538204272,0,0,1,0
-1.0678025698201485,0.3555589647796474,-0.6365920059003286,0,1,0,0
-1.552096572341588,0.24931950176070963,0.3805011641095994,0,0,1,0
-0.6526934248017496,-0.5386231822964097,1.3368723538204272,0,1,0,0
0.24670972273804942,0.4440918506287619,0.972540472025826,0,1,0,0
0.3850794377442086,-0.13137190739048268,-0.04455269798410185,0,0,1,0
1.422852300290167,0.5768911794024337,-1.137548343367905,0,0,1,0
1.007743155271768,-0.8750481485230451,-0.8339384418724042,0,1,0,0
-1.0678025698201485,0.5591846022326106,-0.3329821044048277,0,0,1,0
0.31589458024112904,-0.2553179475792429,1.3368723538204272,0,0,1,0
-1.4829117148385476,1.5153397694030482,-0.8339384418724042,0,1,0,0
-0.5835085672987094,1.6924055411012773,0.5323061148573498,0,0,1,0
0.17752486523500913,0.5591846022326106,-1.486699730087731,0,1,0,0
0.45426429524724893,-0.31729096767362336,-1.5170607202372812,0,1,0,0
0.6618188677564484,-0.35270412201326906,0.8510965114276258,0,0,1,0
-0.6526934248017496,0.3024392332701785,-0.48478705515257814,0,1,0,0
-1.1369874273232283,0.4529451392136735,-1.5322412153120561,0,1,0,0
0.5234491527503286,0.11652017298703782,-0.05973319305887689,0,1,0,0
-0.8602479973109491,0.3378523876098242,1.0180819572501512,0,1,0,0
-1.0678025698201485,0.5149181593080533,1.3824138390447522,0,1,0,0
0.5926340102533688,-0.8750481485230451,0.12243274783842363,1,0,0,0
1.3975770636992428,-2.72037641480203,-1.5322412153120561,0,0,1,1
-0.09921456477727,-0.7776619740890193,-1.6081436906859314,0,0,1,0
-0.6526934248017496,0.8336365483648658,0.6233890853060001,0,1,0,0
-0.09921456477727,-0.6360093567304359,-1.0920068581435798,0,0,1,0
1.007743155271768,-0.7688086855041077,-1.6992266611345817,0,0,1,0
-0.998617712317069,-0.3084376790887118,-1.6688656709850316,0,1,0,0
1.1415052745070209,0.9131165824101549,1.3368723538204272,0,0,0,1
0.3850794377442086,-1.1583533832402115,0.8510965114276258,1,0,0,0
-1.6212814298446676,0.1961997702512408,0.12243274783842363,0,1,0,0
0.1083400077319295,0.42638527345893873,-1.2438118088913304,0,1,0,0
0.24670972273804942,-0.4412370078623836,-0.5303285403769032,0,0,1,0
-1.5786113627013216,-2.504053248146753,0.19833522321229885,0,1,0,1
0.6618188677564484,0.6388641994968135,-0.6365920059003286,0,1,0,0
-0.3759539947895098,2.161629836101584,1.7771067109889034,0,1,0,1
-0.5143237097956297,-0.033985732956456544,0.0768912626140985,0,0,1,0
1.007743155271768,-0.025132444371545593,-1.441158244863406,0,1,0,0
0.428449321790669,1.5494313304696672,1.7619262159141285,0,1,0,1
-0.5835085672987094,-1.1317935174854772,0.2742376985861741,0,0,1,0
0.8001885827625683,0.25817279034562124,0.4564036394834746,0,1,0,0
1.4920371577932072,-1.3619790206931752,0.5778476000816749,0,0,1,0
1.1461128702778878,-1.1760599604100344,1.0029014621753762,0,1,0,0
-1.3445419998323884,-1.494778349466847,1.5190382947177277,0,0,1,0
-1.1369874273232283,-0.8396349941833992,-0.7124944812742038,0,1,0,0
0.7310037252595281,-0.033985732956456544,1.0180819572501512,0,1,0,0
0.5234491527503286,-0.8396349941833992,0.3805011641095994,0,0,1,0
0.5234491527503286,-1.6629908325801646,1.5038577996429527,0,1,0,0
-0.8819735251005871,0.03860144646379389,1.670843245465478,0,0,0,1
1.1461128702778878,-0.8750481485230451,0.16797423306274878,0,1,0,0
-0.9294328548140287,-1.0609672088061854,-0.15081616350752716,0,1,0,0
0.3096533411504864,2.2364494673655444,-0.5303285403769032,0,0,0,1
0.17752486523500913,-0.742248819749373,-1.4107972547138559,0,0,1,0
-1.3445419998323884,-1.1052336517307428,-0.3481625994796027,0,0,1,0
1.0769280127748475,-0.05169231012627971,1.0332624523249263,0,1,0,0
1.2818321384228044,1.4916154544139697,-0.3481625994796027,0,1,0,1
0.1083400077319295,-0.04283902154136813,-0.6821334911246537,0,1,0,0
-0.1683994222803103,0.08996030723230371,-1.3500752744147557,0,1,0,0
1.3536674427870872,0.8513431255346889,1.1091649276988016,0,0,1,0
0.8697777348375356,1.021418098784026,0.8966379966519509,0,1,0,1
-1.4829117148385476,-0.8573415713532223,1.2154283932222267,0,1,0,0
-0.3759539947895098,-0.13137190739048268,1.7467457208393533,0,1,0,0
0.03915515022888922,0.28473265610035536,0.6689305705303252,1,0,0,0
-1.2753571423293482,1.0992352059122095,-1.5929631956111563,0,1,0,0
2.2530705903269257,0.24931950176070963,1.0636234424744764,0,1,0,0
0.8001885827625683,-0.28187781333397766,-0.5606895305264533,0,1,0,0
1.2844825852840076,-0.0871054644659254,1.1395259178483517,0,1,0,0
0.9385582977686883,-0.7953685512588419,-1.0768263630688049,0,1,0,0
0.6618188677564484,-1.3619790206931752,1.0636234424744764,0,1,0,0
-1.413726857335468,0.9575825885536261,1.0939844326240264,0,1,0,0
-0.2375842797833899,-0.28187781333397766,-1.1830898285922302,0,1,0,0
0.6618188677564484,2.3829620507243705,0.03134977738977337,0,1,0,1
1.630406872799327,-0.5563297594662329,0.5778476000816749,0,1,0,0
0.45426429524724893,-1.7515237184292791,-1.0312848778444796,0,1,0,0
1.0769280127748475,0.7893701054403085,-0.9250214123210544,0,1,0,0
-0.4451388522925894,-0.5386231822964097,-0.9098409172462794,0,0,1,0
0.3850794377442086,0.4795050049684076,-0.3481625994796027,0,0,1,0
0.6618188677564484,-1.9285894901275082,1.0332624523249263,1,0,0,0
-0.40375048770871386,2.3571229869989803,-1.3956167596390807,0,0,0,1
-0.09921456477727,-0.6448626453153474,-1.1982703236670051,0,1,0,0
1.8379614453085267,-2.079095396071003,-1.137548343367905,0,0,1,0
-1.2061722848262686,0.9487292999687145,-0.12045517335797708,0,0,1,0
1.1461128702778878,-0.9104613028626908,0.2742376985861741,0,0,1,0
1.1461128702778878,-0.14022519597539426,-0.6669529960498787,0,0,1,0
1.8379614453085267,-1.4770717722970241,0.7751940360537505,0,1,0,0
-0.4451388522925894,-1.0344073430514513,1.1850674030726767,0,1,0,0
1.5612220152962868,-1.6629908325801646,0.06171076753932346,0,0,1,0
-2.9357937224028654,0.8513431255346889,1.2154283932222267,0,1,0,0
2.045516017817726,-1.7249638526745446,-0.788396956648079,0,0,1,0
1.422852300290167,-0.2641712361641545,1.0029014621753762,0,1,0,0
-0.8602479973109491,-0.17563835031503996,1.1547064129231266,1,0,0,0
-0.998617712317069,-0.06939888729610287,0.4260426493339245,0,1,0,0
-0.998617712317069,0.010280709968100732,-1.0920068581435798,0,1,0,0
0.4245918176483232,0.7085290852445554,-1.5777827005363814,0,0,0,1
-1.0678025698201485,1.2763009776104386,0.7144720557546503,0,1,0,0
-1.1369874273232283,-0.3349975448434465,0.7296525508294254,0,1,0,0
0.31589458024112904,0.6831306424213708,-0.5455090354516783,0,1,0,0
0.1083400077319295,0.7628102396855744,0.7448330459042004,1,0,0,0
0.869373440265648,-0.5563297594662329,1.5645797799420529,0,1,0,0
1.2152977277809673,-0.3438508334283575,1.260969878446552,0,0,1,0
-1.6904662873477079,-1.9374427787124198,0.5778476000816749,0,0,1,0
0.2261974204714887,0.8052230502336747,-1.12236784829313,0,1,0,1
-1.1369874273232283,-0.10481204163574856,-0.7428554714237539,0,1,0,0
-0.4528766152631714,1.212842705156229,1.594940770091603,0,1,0,1
-1.552096572341588,0.08110701864739213,-1.501880225162506,0,0,1,0
-0.5143237097956297,-1.1937665375798574,0.47158413455824966,0,1,0,0
0.6618188677564484,0.5060648707231418,0.5778476000816749,0,1,0,0
-1.1369874273232283,1.1523549374216784,-1.3045337891904305,0,1,0,0
-0.09921456477727,-0.4146771421076495,0.8814575015771758,0,1,0,0
-0.8602479973109491,1.4356601721388444,-1.2741727990408804,0,1,0,0
-1.413726857335468,1.240887823270793,-0.7428554714237539,0,0,1,0
-0.7910631398079089,-0.9016080142777796,0.3197791838104992,0,1,0,0
0.730373354937935,0.504935549827934,-0.7124944812742038,0,0,0,1
-1.1369874273232283,0.28473265610035536,-1.3197142842652057,0,0,1,0
-1.2061722848262686,1.9402976214787977,-1.501880225162506,0,1,0,0
-0.40301733685333097,2.3045696663134416,-0.6062310157507784,0,1,0,1
0.1083400077319295,1.8952228848977775,-0.3026211142552776,0,1,0,1
0.31589458024112904,-0.6448626453153474,0.4867646296330247,0,1,0,0
0.1083400077319295,0.24046621317579805,-0.8794799270967293,0,0,1,0
-1.0678025698201485,-0.5209166051265866,-0.5303285403769032,0,1,0,0
0.869373440265648,0.8336365483648658,-0.9250214123210544,0,1,0,0
0.31589458024112904,1.7986450041202142,-0.5303285403769032,0,1,0,0
-1.413726857335468,0.32899909902491264,-0.8339384418724042,0,0,1,0
-0.7910631398079089,-1.1495000946553,-1.4107972547138559,0,1,0,0
0.869373440265648,0.3909721191192931,0.44122314440869953,0,1,0,0
-0.5196867892098195,1.5050194630172309,-0.7732164615733039,0,0,0,1
0.41000689210183033,-2.7420510469646295,-1.4259777497886308,0,0,0,1
-0.6190939021465661,2.303427662513559,-1.4563387399381809,0,1,0,1
0.45426429524724893,0.7628102396855744,-0.4999675502273532,0,1,0,0
0.5926340102533688,0.9283750243796336,-1.12236784829313,0,1,0,1
-1.2061722848262686,-0.2553179475792429,-0.5758700256012284,0,0,1,0
-0.4451388522925894,-0.5209166051265866,-0.10527467828320203,0,0,1,0
-1.0678025698201485,0.4529451392136735,0.15279373798797372,0,1,0,0
0.8001885827625683,0.17849319308141826,-1.0161043827697047,1,0,0,0
-0.09921456477727,0.48835829355331917,-0.12045517335797708,0,1,0,0
-0.998617712317069,0.38211883053438145,-1.6385046808354815,0,1,0,0
0.24670972273804942,-0.5209166051265866,-1.3500752744147557,0,1,0,0
0.5234491527503286,-1.5301915038064926,-1.5626022054616062,0,1,0,0
1.0769280127748475,-0.28187781333397766,-1.137548343367905,1,0,0,0
0.4153376718604553,0.8283727708877058,1.7315652257645784,0,1,0,1
2.045516017817726,1.77208513836548,-0.3633430945543778,0,1,0,0
-1.1369874273232283,-0.2730245247490661,-0.21153814380662733,0,0,1,0
-0.3067691372864302,0.6477174880817251,1.2457893833717768,0,1,0,0
0.3271855782276468,1.8103598664163671,-0.5455090354516783,0,0,1,1
-0.5835085672987094,0.470651716383496,-0.439245569928253,0,0,1,0
0.31589458024112904,-0.07825217588101382,1.3520528488952022,0,0,1,0
1.0769280127748475,-0.09595875305083698,0.4260426493339245,0,0,1,0
-0.1683994222803103,-1.6010178124857843,-1.6081436906859314,0,1,0,0
-0.2360126851004328,1.3484733206525163,-0.7732164615733039,0,0,0,1
-0.7218782823048292,0.41753198487402715,-0.4696065600778031,0,0,1,0
0.45426429524724893,0.6831306424213708,-0.5151480453021282,0,1,0,0
0.7310037252595281,0.8601964141195999,1.1698869079979017,0,1,0,0
-1.6904662873477079,0.05454715289265801,0.5474866099321248,0,1,0,0
-1.2753571423293482,2.4006686278941936,0.9118184917267259,0,1,0,1
1.4920371577932072,-1.3973921750328209,-1.486699730087731,0,1,0,0
1.422852300290167,0.5149181593080533,0.3956816591843744,1,0,0,0
0.1083400077319295,-0.9370211686174252,1.8530091863627787,0,0,1,1
0.13017095503562287,1.9027358483402141,-0.3026211142552776,0,0,0,1
0.3850794377442086,2.5600278224225996,-0.7580359664985289,0,1,0,0
0.03915515022888922,0.09881359581721529,1.2761503735213269,0,1,0,0
1.1461128702778878,0.6565707766666368,1.4127748291943023,0,0,1,0
0.1813117129765014,1.262559557631213,-0.39370408470392787,0,0,0,1
-0.3067691372864302,1.2585944004406153,0.8207355212780757,0,0,1,0
-0.4451388522925894,-1.2114731147496804,-1.0312848778444796,0,1,0,0
0.6618188677564484,-0.19334492748486312,1.2306088882970019,0,1,0,0
1.8379614453085267,-1.1760599604100344,1.0484429473997012,0,1,0,0
-0.4451388522925894,-0.6005962023907901,-1.0920068581435798,1,0,0,0
1.4920371577932072,-0.742248819749373,1.260969878446552,0,1,0,0
1.9071463028116062,-2.627999288335513,-1.3045337891904305,0,0,1,1
2.1147008753208056,-0.5740363366360555,-1.1982703236670051,0,1,0,0
-1.828836002353867,0.10766688440212624,0.8814575015771758,0,0,1,0
0.1083400077319295,-1.7338171412594563,-1.4259777497886308,0,1,0,0
0.869373440265648,0.5680378908175222,0.2742376985861741,1,0,0,0
2.1147008753208056,0.15193332732668352,-0.22671863888140237,0,0,1,0
1.4059568039280903,2.5689728237988136,0.15279373798797372,0,0,1,1
-1.2061722848262686,-0.14907848456030584,-1.5626022054616062,0,0,1,0
-0.4451388522925894,-0.033985732956456544,-0.37852358962915283,0,1,0,0
-1.3445419998323884,-0.5474764708813213,-0.28744061918050257,0,0,1,0
0.24670972273804942,0.7628102396855744,-0.05973319305887689,0,1,0,0
-0.1683994222803103,1.3825404406293762,-1.0312848778444796,0,1,0,0
0.5926340102533688,-0.9547277457872481,1.1243454227735765,0,1,0,0
-0.6526934248017496,-0.4412370078623836,0.16797423306274878,0,1,0,0
0.8001885827625683,0.5857444679873454,-0.6365920059003286,0,0,1,0
0.5926340102533688,1.0815286287423864,-0.6973139861994287,0,1,0,0
0.5234491527503286,-0.7688086855041077,1.3975943341195274,0,0,1,0
-1.6904662873477079,-0.2730245247490661,-1.0920068581435798,0,1,0,0
-1.6904662873477079,0.41753198487402715,0.5778476000816749,1,0,0,0
0.24670972273804942,-0.35270412201326906,0.2894181936609491,0,0,1,0
1.1461128702778878,0.13422675015686097,0.972540472025826,0,0,1,0
0.5926340102533688,-0.9989941887118053,1.4279553242690775,0,0,1,0
1.7687765878054862,-0.7245422425795505,0.30459868873572415,0,0,1,0
1.0222118307685306,2.095767687747842,0.16797423306274878,0,0,1,1
-0.7218782823048292,-0.9104613028626908,-0.18117715365707723,0,1,0,0
-0.3759539947895098,-1.8223500271085709,1.640482255315928,0,1,0,0
-0.9294328548140287,0.24046621317579805,-1.3348947793399806,0,0,1,0
0.3502689562715132,1.7785509514150393,1.5645797799420529,0,1,0,1
0.5234491527503286,0.8159299711950426,1.8074677011384535,0,1,0,1
-0.030029707274190392,0.08996030723230371,1.0636234424744764,0,0,1,0
1.2152977277809673,-1.9994157988067998,1.3975943341195274,1,0,0,0
0.3850794377442086,0.5149181593080533,-1.2893532941156554,0,0,1,0
0.24670972273804942,0.5060648707231418,-1.3804362645643058,0,1,0,0
-0.3759539947895098,-0.9370211686174252,-1.2589923039661053,1,0,0,0
-1.1369874273232283,-1.0786737859760087,1.291330868596102,0,1,0,0
-0.998617712317069,0.621157622326991,-0.3633430945543778,0,1,0,0
0.5234491527503286,1.16120822600659,-0.9553824024706045,0,0,1,0
0.5926340102533688,-2.079095396071003,0.957359976951051,0,1,0,0
-1.2753571423293482,-0.8661948599381335,-1.6536851759102564,0,1,0,0
-0.4451388522925894,0.06340044147756896,1.3824138390447522,0,0,1,0
-1.1369874273232283,0.08110701864739213,-1.471519235012956,0,1,0,0
-0.030029707274190392,-0.813075128428665,-0.9250214123210544,0,1,0,0
-1.3445419998323884,-0.742248819749373,-0.27226012410572753,0,1,0,0
1.5612220152962868,0.3201458104400017,0.6841110656051003,0,0,1,0
1.2152977277809673,1.577312789497428,-1.3652557694895306,0,1,0,0
0.7452273795834053,0.9468384713466022,-1.5777827005363814,0,1,0,1
0.3850794377442086,0.38211883053438145,0.1072522527636486,0,1,0,0
0.17752486523500913,1.1060198367792307,0.7903745311285255,0,0,0,1
-0.5390786667003391,1.6459661896764186,1.0029014621753762,0,0,1,1
0.03915515022888922,0.4352385620438503,1.0939844326240264,0,1,0,0
-1.0678025698201485,1.2851542661953501,0.24387670843662398,0,1,0,0
0.6618188677564484,1.6127259438370736,0.3349596788852742,1,0,0,0
1.1461128702778878,0.8159299711950426,0.957359976951051,1,0,0,0
0.3850794377442086,-0.22875808182450882,-0.9857433926201545,0,1,0,0
0.3850794377442086,-0.6537159339002584,0.15279373798797372,0,1,0,0
-0.3759539947895098,-0.13137190739048268,-1.5474217103868313,0,1,0,0
1.2152977277809673,-0.29073110191888923,-0.803577451722854,0,1,0,0
0.1083400077319295,-1.1937665375798574,-0.8491189369471792,1,0,0,0
-1.0678025698201485,0.7362503739308397,-0.28744061918050257,0,0,1,0
-1.4829117148385476,-0.9635810343721597,-0.48478705515257814,0,1,0,0
0.24670972273804942,0.7096905081761056,1.7315652257645784,0,1,0,1
1.2844825852840076,0.6123043337420795,-0.6821334911246537,0,1,0,0
0.31589458024112904,-0.6714225110700816,-1.167909333517455,0,0,1,0
-2.6590542923906257,0.931022722798892,0.21351571828707389,0,0,1,0
0.17752486523500913,-0.10481204163574856,0.6841110656051003,0,1,0,0
0.17752486523500913,-0.2641712361641545,-0.7732164615733039,0,1,0,0
0.5234491527503286,-0.15793177314521742,1.2457893833717768,0,0,1,0
0.3850794377442086,-0.66256922248517,-0.9553824024706045,1,0,0,0
0.74682361821409,-2.551176807292933,-1.4563387399381809,0,0,0,1
-0.2375842797833899,0.8159299711950426,-1.0312848778444796,0,1,0,0
-0.8602479973109491,0.019133998553011684,0.8055550262033007,0,1,0,0
1.5612220152962868,-0.4146771421076495,-0.10527467828320203,0,1,0,0
-0.030029707274190392,0.5326247364778764,-0.10527467828320203,1,0,0,0
1.0769280127748475,0.38211883053438145,1.0939844326240264,0,0,1,0
-2.451499719881426,-0.5297698937114982,-0.014191707834551762,0,1,0,0
0.3850794377442086,-1.2734461348440607,-1.6385046808354815,0,1,0,0
-0.030029707274190392,-0.36155741059818064,1.0484429473997012,0,0,1,0
1.1461128702778878,0.7096905081761056,1.625301760241153,0,0,1,0
-1.413726857335468,-1.3354191549384407,1.3368723538204272,0,1,0,0
0.1083400077319295,-0.9547277457872481,-1.2893532941156554,0,0,1,0
-0.7910631398079089,-0.5474764708813213,0.7296525508294254,0,0,1,0
1.422852300290167,0.11652017298703782,0.8966379966519509,0,1,0,0
0.3850794377442086,0.5768911794024337,-0.28744061918050257,0,1,0,0
-0.998617712317069,1.1523549374216784,-1.12236784829313,0,1,0,0
-1.4829117148385476,-1.9640026444671541,-0.39370408470392787,0,0,1,0
-0.3759539947895098,0.46179842779858443,1.3824138390447522,0,1,0,1
-0.6526934248017496,-0.5563297594662329,-1.0920068581435798,0,0,1,0
-0.4451388522925894,-0.060545598711191286,0.0009887872402232812,1,0,0,0
-1.2753571423293482,-0.3792639877680038,-1.1527288384426801,1,0,0,0
1.6995917303024066,0.08996030723230371,-0.5455090354516783,0,0,1,0
0.11098233913204257,1.0081973448225725,-0.7580359664985289,0,0,0,1
0.3850794377442086,-0.32614425625853494,-0.5758700256012284,0,0,1,0
-0.030029707274190392,0.0014274213831891509,-0.454426065003028,0,1,0,0
0.24670972273804942,0.13422675015686097,0.03134977738977337,0,1,0,0
-0.9294328548140287,0.6565707766666368,1.0484429473997012,0,0,1,0
-0.6526934248017496,0.38211883053438145,0.3805011641095994,0,1,0,0
0.36659137780017825,1.0549315589349428,0.6992915606798753,0,1,0,1
0.17752486523500913,-0.66256922248517,-0.6821334911246537,0,0,1,0
0.7310037252595281,2.064243661667559,0.9877209671006011,0,1,0,1
-1.2061722848262686,-0.2641712361641545,-1.2134508187417803,0,1,0,0
-1.1856623904755719,1.376076720248395,1.3672333439699773,0,1,0,1
-1.0678025698201485,0.6123043337420795,-0.6669529960498787,0,1,0,0
1.9763311603146465,-1.1760599604100344,-0.6973139861994287,0,0,1,0
0.3101797894602655,0.9794590905708973,1.5645797799420529,0,1,0,1
0.5926340102533688,-1.1760599604100344,-1.5474217103868313,0,1,0,0
0.3850794377442086,0.5414780250627881,1.5797602750168278,0,1,0,0
-1.552096572341588,-0.4855034507869409,1.2306088882970019,0,1,0,0
-0.39531192840464474,2.080528404716113,1.5038577996429527,0,1,0,1
-0.030029707274190392,-0.4500902964472952,1.3975943341195274,0,0,1,0
1.007743155271768,-0.2376113704094204,-0.6821334911246537,0,1,0,0
-1.552096572341588,-0.9547277457872481,-0.3329821044048277,0,1,0,0
0.9385582977686883,-0.38811727635291476,0.09207175768887355,0,1,0,0
-1.552096572341588,0.621157622326991,1.0788039375492513,0,1,0,0
0.5234491527503286,0.019133998553011684,-0.6517725009751036,0,1,0,0
0.06944194392490856,1.0568304823444408,0.30459868873572415,0,1,0,1
-0.5143237097956297,-0.8839014371079563,1.2761503735213269,0,1,0,0
0.6618188677564484,-0.39697056493782634,-0.04455269798410185,0,0,1,0
1.9763311603146465,0.3201458104400017,-0.42406507485347794,0,0,1,0
-0.5835085672987094,-0.7953685512588419,0.5778476000816749,0,1,0,0
-1.552096572341588,1.267447689025527,0.03134977738977337,0,0,1,0
